headline,sentiment_label,date,stock
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+¦rbindelsen bridge in Gothenburg in Sweden .,positive,2019-12-31,TSLA
The deal was worth about EUR 1.2 mn .,neutral,2020-01-01,NVDA
Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,neutral,2020-01-02,NVDA
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral,2020-01-02,TSLA
No financial details were disclosed .,neutral,2020-01-02,NVDA
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,positive,2020-01-02,NVDA
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",positive,2020-01-02,NVDA
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative,2020-01-02,NVDA
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,2020-01-03,AAPL
Absolut Bank is exploring the possibility of further borrowing .,neutral,2020-01-03,TSLA
Results are expected late in 2006 .,neutral,2020-01-03,NVDA
"This truly takes efficiency to new heights , '' Mr. Metso adds .",positive,2020-01-03,AAPL
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",positive,2020-01-03,AAPL
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,positive,2020-01-06,TSLA
European traffic grew nearly 30 % .,positive,2020-01-06,NVDA
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",positive,2020-01-06,TSLA
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",positive,2020-01-06,NVDA
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",neutral,2020-01-06,TSLA
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative,2020-01-06,TSLA
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",negative,2020-01-07,NVDA
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,negative,2020-01-07,NVDA
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,2020-01-07,NVDA
"This truly takes efficiency to new heights , '' Mr. Metso adds .",positive,2020-01-09,TSLA
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",neutral,2020-01-13,TSLA
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative,2020-01-14,TSLA
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,2020-01-14,NVDA
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,2020-01-14,TSLA
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,2020-01-16,TSLA
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,2020-01-17,NVDA
The volumes are expected to increase during the next few years .,positive,2020-01-20,NVDA
"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",neutral,2020-01-21,NVDA
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",negative,2020-01-21,TSLA
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral,2020-01-21,TSLA
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral,2020-01-21,NVDA
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral,2020-01-21,NVDA
"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",positive,2020-01-22,AAPL
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,neutral,2020-01-22,NVDA
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,positive,2020-01-22,NVDA
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",positive,2020-01-23,NVDA
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral,2020-01-23,NVDA
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",neutral,2020-01-24,TSLA
"However , the growth margin slowed down due to the financial crisis .",negative,2020-01-27,AAPL
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,neutral,2020-01-27,NVDA
Pohjola and cooperative banks have continued to combine their branch office network .,neutral,2020-01-28,TSLA
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral,2020-01-29,TSLA
"When this investment is in place , Atria plans to expand into the Moscow market .",neutral,2020-01-30,NVDA
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,2020-01-31,AAPL
The new policy was also aimed at making the companies more profitable and competitive .,positive,2020-02-03,NVDA
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",neutral,2020-02-03,TSLA
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",neutral,2020-02-03,TSLA
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,2020-02-04,TSLA
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,2020-02-04,AAPL
Autotank Group is part of Aspo 's Systems Division .,neutral,2020-02-04,TSLA
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,positive,2020-02-04,AAPL
"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral,2020-02-05,NVDA
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,positive,2020-02-05,NVDA
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",positive,2020-02-05,AAPL
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,neutral,2020-02-05,TSLA
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,2020-02-07,TSLA
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,2020-02-07,TSLA
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,2020-02-07,TSLA
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive,2020-02-07,TSLA
"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",neutral,2020-02-10,AAPL
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,2020-02-10,NVDA
"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral,2020-02-10,TSLA
No pricing details were disclosed .,neutral,2020-02-10,AAPL
Finnish component supplier Componenta Corporation ( OMX Helsinki : CTH1V ) reported on Tuesday ( 15 July ) an operating profit of EUR46 .2 m on net sales of EUR386 .0 m for the financial period January-June 2008 .,neutral,2020-02-11,NVDA
Central Europe is an important market area for Honka .,neutral,2020-02-12,NVDA
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral,2020-02-12,NVDA
"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",negative,2020-02-13,TSLA
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral,2020-02-13,TSLA
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .",neutral,2020-02-13,AAPL
